sweetness,acidity,class
7.663587257790029,3.1332036333221356,1.0
6.624539098566576,2.3967176091359645,1.0
7.731139711483758,3.1986597704205133,1.0
7.529109594761639,3.1902774105917278,1.0
6.881620792121649,2.6630582656555815,1.0
8.926945602181192,4.0826566411304235,1.0
6.0441089493950955,3.471513892968712,1.0
6.980729506497848,2.7054077826112053,1.0
7.599529746535579,4.254709973473493,1.0
8.444355525669502,3.0844620988202403,1.0
6.3275430611395,2.396847710540843,1.0
6.276858802979189,4.355741837446309,1.0
6.6136995353505466,3.5265069990138223,1.0
8.778880686892842,2.7130484840812805,1.0
7.67153981917267,3.7981284560308155,1.0
7.935193900308275,2.8756985699520063,1.0
8.49887835579715,2.002287764175118,1.0
6.1457642010781806,3.0988227870089644,1.0
8.592275333423935,2.488887159120232,1.0
6.200397065177561,2.3299383423261086,1.0
6.631762540751925,2.6264066015849337,1.0
8.156981722852976,3.090486033490143,1.0
6.13691715459392,2.5364941422633263,1.0
7.181376055825549,2.674587498720709,1.0
8.597374968108882,3.262892102686557,1.0
7.813335290283929,2.4993584587755096,1.0
7.89903051304338,2.282598208941266,1.0
7.154663257859191,4.319509557854158,1.0
7.185842321897498,2.3826521607781603,1.0
6.288745630082875,3.201487616533221,1.0
7.248238310324179,3.952524655562365,1.0
7.719717350236829,4.459326083434927,1.0
8.096313246664547,3.993722639827685,1.0
6.083142206657598,3.6015657111072734,1.0
8.99910766276271,2.9654358417003492,1.0
6.053166259786095,4.325465800634689,1.0
8.723503544294337,2.1278414989011902,1.0
8.831818386338373,3.9075366134941585,1.0
6.885608905212099,3.4900428198414595,1.0
7.75065162615434,2.3020870463345373,1.0
8.228045176134456,2.698823353479283,1.0
7.681695134861324,3.913450935768823,1.0
6.896051136180009,3.245990032609912,1.0
6.066489561782114,3.906406013163969,1.0
7.672431700676592,2.0032820139072993,1.0
6.946746328818838,2.1607158721957096,1.0
7.51638722041884,3.21560185844909,1.0
8.302290237642875,4.402277492748857,1.0
7.728076948692486,2.744469779598737,1.0
7.106420867808675,3.9283893722746215,1.0
7.453578267403315,2.031223923392493,1.0
8.409229077953906,2.6828046804328256,1.0
7.024706683552168,4.240186815420699,1.0
7.228794079173458,3.9036103531271102,1.0
7.0969752955454055,2.747529229632125,1.0
8.587482257988302,2.366438616682312,1.0
8.762483153810031,4.386533501544254,1.0
6.8781439801064375,2.383190589816022,1.0
8.407846630566404,2.535325059746886,1.0
6.194684065833863,4.052288939238389,1.0
6.375109841532719,3.97784579631165,1.0
7.5313264394389545,4.222700751270663,1.0
6.0761504888261815,4.202613348959269,1.0
7.176690329132766,2.9176577543498823,1.0
7.82294884891421,3.2062930724653658,1.0
6.9316511448627605,4.399761797254035,1.0
7.515664105653788,2.384346689580952,1.0
8.68332034929337,4.152143810137142,1.0
8.344253933154766,2.2788753581351813,1.0
7.682272236472354,4.36487709263954,1.0
7.349369575675004,3.4495600128368276,1.0
7.070588407369664,3.7919469371604873,1.0
7.042022177626245,3.1852766819992704,1.0
7.430819511267202,3.570742742958707,1.0
8.507711766300098,3.3246408470283484,1.0
6.57394651060741,2.6973651499258926,1.0
6.650902070732604,4.389821470920218,1.0
7.164795247454597,2.4947727143141742,1.0
8.165644602359368,3.7626270603875462,1.0
7.743792955758725,4.253050064084092,1.0
7.6023497243003755,4.360178027011973,1.0
6.090468575238115,2.98574972289122,1.0
7.631408418135843,4.048255229420817,1.0
7.655964369393589,3.1882732117676786,1.0
8.058607716258832,2.414878082340891,1.0
7.626304812269967,2.8048018341937744,1.0
7.235398395683657,2.4662568164872907,1.0
7.601229816456275,2.446988851023861,1.0
7.659558157820041,3.7099837680219823,1.0
7.3755093636787805,2.038665023082087,1.0
8.19412886631812,2.4623393526513295,1.0
7.474245729127989,3.6385473039845895,1.0
6.231701411071482,2.0976180798338784,1.0
6.070376547265187,2.3891056800975585,1.0
8.197112208999137,3.273791941792994,1.0
6.7820729056609,4.202636959829521,1.0
8.506606249055864,2.427120612057347,1.0
8.952043682573738,3.6228190695529623,1.0
6.763991518186843,3.788940928283652,1.0
6.187715594668969,3.659579613746349,1.0
7.1472405060158,2.5003513315455326,1.0
7.174608727285641,3.511969716996129,1.0
8.117611577999952,2.9425959251406395,1.0
6.31205562962125,3.34528484657193,1.0
6.439361815811041,4.248632311010372,1.0
8.91354233827202,3.093210686238412,1.0
7.9148241544958156,3.160558295849965,1.0
8.010307125633926,3.5925582791202086,1.0
7.6061234202439545,3.392276686817418,1.0
6.180613616063553,2.508869720653648,1.0
6.356212259536212,3.0483655649133277,1.0
7.604108436524509,3.719226179611301,1.0
8.78818724157534,4.273498827953011,1.0
7.673533169202014,2.8538237420021004,1.0
8.955867757714287,3.188429278833674,1.0
6.7791553473534805,2.7544444322174684,1.0
7.066926547746263,3.022230038821951,1.0
7.5126205148255245,4.3835623761889195,1.0
7.792467730841405,4.0617459822877,1.0
6.692840297693688,3.516914865130232,1.0
6.557480064970247,3.6265337607645693,1.0
8.107361137692951,2.9067856753614567,1.0
8.946900677552085,5.7507223753245595,-1.0
8.949884183233424,5.619623342206941,-1.0
8.014532651409882,5.813856182419561,-1.0
8.548264681400655,5.85719129964855,-1.0
8.754965595034093,5.150165505904386,-1.0
8.637714804102231,5.271091870029334,-1.0
9.758753166263961,6.2058597447437025,-1.0
8.39513535448309,6.214644718117439,-1.0
9.19022305754205,5.434106478020394,-1.0
8.922846661123048,5.1471985017325945,-1.0
8.604461877562013,5.194971180774959,-1.0
9.042499119742503,5.896879243878683,-1.0
8.041535495640865,6.316705710316361,-1.0
9.526603515431427,6.3868907627186555,-1.0
8.82649748687526,5.763655301887979,-1.0
9.818907043015857,6.964643610451999,-1.0
9.230690815221454,5.29898598378819,-1.0
8.525682313529192,6.482312007703653,-1.0
9.102846540119426,5.481178778519813,-1.0
9.635161096677447,6.136447651215654,-1.0
8.097733996043079,5.81949026143473,-1.0
8.6870906695157,5.886234183762149,-1.0
9.08170520211764,5.187121873177058,-1.0
9.567399972828428,6.830016128176627,-1.0
9.34911145219111,5.111566314083598,-1.0
8.569782053568606,6.5571608068688825,-1.0
9.260709208853903,5.754032289432615,-1.0
9.897760416082702,5.194424042561885,-1.0
8.924212509189841,6.3825873418039265,-1.0
9.89649122842922,5.766976490751662,-1.0
9.99683565973281,6.669963870465975,-1.0
8.964941830116373,5.8397132797705975,-1.0
9.331771431188889,5.5113603732658785,-1.0
8.416328003162437,6.385756706945918,-1.0
9.087911080198651,5.0556941383970555,-1.0
9.542897455886646,5.610243047040303,-1.0
9.35672671893947,6.051831003541734,-1.0
9.7972596767555,6.292505479626262,-1.0
8.258848718532525,5.351475261727537,-1.0
8.561051036111753,5.510175568817347,-1.0
9.232950883456105,5.788366191038349,-1.0
8.890748097088391,6.620180772931622,-1.0
8.231866328709412,6.843699029139485,-1.0
8.542383506431785,6.832035241376296,-1.0
8.33519474076387,6.10471367748638,-1.0
9.84301756395348,5.01781799605015,-1.0
8.700205084432085,6.387830546991179,-1.0
9.756930509672426,6.599999407562032,-1.0
8.802242473496472,6.889710749809494,-1.0
9.27355060641052,6.0582912153007396,-1.0
9.487662425206647,6.814200124379747,-1.0
8.536052963125421,5.216289842951563,-1.0
8.483540813972157,6.380673781682704,-1.0
8.651831332224976,5.68035261874854,-1.0
8.929760484776004,5.990285497109558,-1.0
9.34591125104337,5.2098564876326385,-1.0
8.390796409863121,6.0236718216229495,-1.0
8.3574690936718,5.410460186780446,-1.0
8.185564082240344,6.109188802078863,-1.0
8.89719402539784,5.029577090908529,-1.0
8.45049065291744,6.473386265891946,-1.0
8.695627373590508,5.513403960846229,-1.0
9.950561530631894,6.896797260634265,-1.0
8.855233987588917,6.618478517460491,-1.0
8.919829381344336,6.137899095545493,-1.0
8.620828447166682,5.319698589302176,-1.0
8.263244557319712,6.206807767527962,-1.0
9.351748167566262,5.122417444692347,-1.0
9.33681915228585,6.302922415032848,-1.0
8.873249969621254,5.3880668053016905,-1.0
8.606305190431883,5.434328069042286,-1.0
8.209103583613212,6.976076992303256,-1.0
9.580093831939292,5.287689916886038,-1.0
8.56909878249874,6.900802579064167,-1.0
9.406327492705469,6.089388667453997,-1.0
8.898367071804117,5.033635327496938,-1.0
9.637324914300534,6.0218248050974115,-1.0
8.694164329086902,5.392951639673982,-1.0
8.815703864474102,6.5311692845170715,-1.0
8.108700644143056,5.383427306542261,-1.0
9.902420161999773,5.987660354826,-1.0
8.513079079550872,6.576053588825761,-1.0
9.813173019137476,6.823346900401927,-1.0
8.908387361431867,6.240999133905613,-1.0
8.957139392012872,6.4885685555684605,-1.0
8.175489143624004,5.574432713918267,-1.0
9.138942374142085,5.561848203477506,-1.0
8.726430918121569,5.152505144453977,-1.0
9.672845633143432,5.758590086854328,-1.0
9.357496912797275,5.591105269232977,-1.0
8.8020370596806,6.018549552691808,-1.0
9.382554917134957,6.881894769164355,-1.0
9.647772404174127,6.073691502747946,-1.0
9.198589155840786,5.332589275620314,-1.0
8.236737704003849,6.053048507269045,-1.0
8.123737049238056,5.331405602009695,-1.0
8.449638894989002,6.630888232148086,-1.0
8.764645599112356,6.263132393208133,-1.0
8.045746912808555,6.24118856510043,-1.0
8.70043593572192,5.869148946756568,-1.0
8.402756997753915,5.7017915321724315,-1.0
9.844121546826077,6.094251696479537,-1.0
9.713554087953982,5.249828354499927,-1.0
9.39236736607721,5.05421999757867,-1.0
8.515415478275623,6.450138655811903,-1.0
9.733043925208396,5.30924724212524,-1.0
9.642903847921156,6.8660303287516,-1.0
8.844658684414387,6.949102747436172,-1.0
8.597025828585323,6.059697175616476,-1.0
8.74702927998236,6.934657688725936,-1.0
8.267352354436214,5.82988484568728,-1.0
8.5187409691168,5.81774249292123,-1.0
8.649053711484465,5.656035551598585,-1.0
9.341219255209976,5.359381595408947,-1.0
9.709860122562755,6.892323900510022,-1.0
9.113404174529688,5.808339325786793,-1.0
9.673002319555057,5.155738330746649,-1.0
9.037205594478289,5.310005651319033,-1.0
9.78661094772597,5.563796301274031,-1.0
9.210185383075707,5.8510827285998035,-1.0
9.320495082726687,6.321316795123894,-1.0
8.49957179381014,6.03418306421539,-1.0
9.965507614719456,5.158086414275515,-1.0
8.936939627782376,6.975806620434438,-1.0
9.292893253608563,5.776527782200036,-1.0
8.741691222292621,6.260467989651711,-1.0
9.017575904072057,6.317464679922167,-1.0
8.777232393682365,5.7810117529444796,-1.0
8.621955821215398,6.7865344105511465,-1.0
8.632066836045183,6.306615455605431,-1.0
9.82219311531717,6.050359659710141,-1.0
9.87085024123122,6.6341026818662865,-1.0
9.189696136030465,5.348249795139492,-1.0
8.18178901626303,6.1143269265209295,-1.0
9.741057564485166,5.2901249885033375,-1.0
9.460353025181936,5.739911004581607,-1.0
9.101789268701529,6.865823763096025,-1.0
9.214591436033356,5.448005232626606,-1.0
8.225244006776471,5.164934994679873,-1.0
9.642180183093558,6.812106576703116,-1.0
9.397458828326913,5.355500266711392,-1.0
8.332761076379551,6.386593138851477,-1.0
9.045704017210333,6.358552242451928,-1.0
9.45508822258148,6.531261103073747,-1.0
8.136693133764759,5.827929835216322,-1.0
9.520717108790402,5.214680269299264,-1.0
8.880034049258416,5.929573330043112,-1.0
9.174815082832875,6.356455403021785,-1.0
8.448139116603569,5.623821610744179,-1.0
8.347019437856058,6.8619079994885634,-1.0
9.385441544304978,5.898555793421252,-1.0
9.270314782411438,6.402447666229037,-1.0
8.583776536118256,5.349842134645655,-1.0
9.903347731427662,6.639556789581368,-1.0
8.11513430910554,6.369101387831508,-1.0
8.230632153528454,5.91540730212506,-1.0
8.685061962698134,5.5975435676121865,-1.0
9.604122637963806,5.135527778373666,-1.0
8.80063090093531,5.28036227037543,-1.0
8.11649687083214,5.171389290849615,-1.0
8.614741837862312,5.910229193177175,-1.0
8.369649125577418,6.153112837415081,-1.0
8.648203831596376,5.187613533599184,-1.0
9.72528575229331,5.836073711003903,-1.0
8.182971965099675,5.640420589874471,-1.0
9.800987492373249,6.532412933702187,-1.0
9.59306347890517,5.994456348105032,-1.0
8.54466371207655,5.97777597289839,-1.0
8.618409157020166,6.563716650622124,-1.0
9.706349781840979,5.567490591491055,-1.0
9.940009472385443,6.4848595704949155,-1.0
9.665327387956605,6.970559720227058,-1.0
8.79918947864145,6.099451796766587,-1.0
9.04094205233951,6.709666110945082,-1.0
8.04451778679264,5.782075661461138,-1.0
8.340960559437201,6.012001220087851,-1.0
8.799853935868839,5.730092102626879,-1.0
9.819751846365463,5.166492178761257,-1.0
9.159817160560925,5.874781481339317,-1.0
8.402436006317643,6.054392203693737,-1.0
8.822114972108437,6.28446968893018,-1.0
9.315267343399947,6.993976810548267,-1.0
8.67297378717685,6.734794379818057,-1.0
9.544036953781124,6.489551325914314,-1.0
8.744380605163212,6.873885708581337,-1.0
8.564674443326622,6.698137403666376,-1.0
9.282394683292736,5.013268215770474,-1.0
8.502630011185737,5.204954079262954,-1.0
9.013874738437606,6.780609992589439,-1.0
8.906303729787036,5.764594096745465,-1.0
8.782115997473644,6.249128170783061,-1.0
8.459556032273087,5.609824337606774,-1.0
8.84260248739561,5.072621333697084,-1.0
8.724505376307722,5.083155307382389,-1.0
8.93179858699496,6.060194528621201,-1.0
9.034429753512306,6.09642270433752,-1.0
9.511110162938099,5.326621124488201,-1.0
9.449785660529011,5.1208257091990115,-1.0
8.235458625758657,6.901960903619401,-1.0
9.505744986583514,6.965647119136922,-1.0
